# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Mcavernosa.proteins.fasta --output Mcavernosa_euk -d euk --usemem --cpu 60
# time: Tue Jul 10 03:58:24 2018
#query_name	COG cat	eggNOG annot
Mcavernosa21112	O	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Mcavernosa21110	O	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Mcavernosa21123	O	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Mcavernosa21120	O	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Mcavernosa21119	O	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Mcavernosa21124	O	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Mcavernosa21137	O	Heat shock protein
Mcavernosa21135	I	Phosphatidic acid phosphatase type 2 domain containing
Mcavernosa21130	S	Pentatricopeptide repeat domain 3
Mcavernosa21133	Z	ARP1 actin-related protein 1 homolog
Mcavernosa21136	T	phosphatidylinositol glycan anchor biosynthesis, class N
Mcavernosa21129	P	CutC copper transporter homolog (E. coli)
Mcavernosa21132	G	mannosyl-oligosaccharide glucosidase
Mcavernosa21140	M	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase
Mcavernosa21146	K	Spermatogenesis associated 24
Mcavernosa21145	S	NA
Mcavernosa21151	S	tetratricopeptide repeat domain 40
Mcavernosa21149	K	AT rich interactive domain 5B (MRF1-like)
Mcavernosa21138	O	Meningioma expressed antigen 5 (Hyaluronidase)
Mcavernosa21147	F	guanylate kinase
Mcavernosa21153	S	tetratricopeptide repeat domain 40
Mcavernosa21155	S	NA
Mcavernosa21167	U	synaptoporin
Mcavernosa21160	U	MON2 homolog (S. cerevisiae)
Mcavernosa21168	O	Tubulin tyrosine ligase-like family, member
Mcavernosa21164	J	60s ribosomal protein
Mcavernosa21162	I	acyl-CoA dehydrogenase
Mcavernosa21174	A	rna polymerase
Mcavernosa21173	O	Tubulin tyrosine ligase-like family, member
Mcavernosa21178	E	urocanate hydratase 1
Mcavernosa21170	S	RNA binding motif protein
Mcavernosa21181	V	Serpin peptidase inhibitor, clade B (Ovalbumin), member
Mcavernosa21182	V	Serpin peptidase inhibitor, clade B (Ovalbumin), member
Mcavernosa21183	T	guanine nucleotide exchange factor (GEF)
Mcavernosa21194	S	transmembrane and tetratricopeptide repeat containing 4
Mcavernosa21187	S	A kinase (PRKA) anchor protein 14
Mcavernosa21185	T	SH2 domain
Mcavernosa21191	S	transmembrane and tetratricopeptide repeat containing 4
Mcavernosa21189	S	basic leucine zipper nuclear factor 1
Mcavernosa21188	S	basic leucine zipper nuclear factor 1
Mcavernosa21204	P	solute carrier family 23 (nucleobase transporters), member
Mcavernosa21198	P	solute carrier family 23 (nucleobase transporters), member
Mcavernosa21200	P	solute carrier family 23 (nucleobase transporters), member
Mcavernosa21203	P	solute carrier family 23 (nucleobase transporters), member
Mcavernosa21196	P	solute carrier family 23 (nucleobase transporters), member
Mcavernosa21195	P	solute carrier family 23 (nucleobase transporters), member
Mcavernosa21202	P	solute carrier family 23 (nucleobase transporters), member
Mcavernosa21208	C, H	oxidoreductase NAD-binding domain containing 1
Mcavernosa21207	T	Ras association (RalGDS AF-6) and pleckstrin homology domains 1
Mcavernosa21205	P	solute carrier family 23 (nucleobase transporters), member
Mcavernosa21206	P	solute carrier family 23 (nucleobase transporters), member
Mcavernosa21213	T	Ferric-chelate reductase
Mcavernosa21209	Q	Post-GPI attachment to proteins
Mcavernosa21215	T	neuropeptide FF receptor
Mcavernosa21211	T	Ferric-chelate reductase
Mcavernosa21218	T	Tumor necrosis factor, alpha-induced protein 3
Mcavernosa21217	I	Crystallin, lambda 1
Mcavernosa21220	G	Protein kinase, AMP-activated, beta
Mcavernosa21216	T	G-protein signaling modulator
Mcavernosa21222	L	Dna-(Apurinic or apyrimidinic site)
Mcavernosa21229	L	N-acyl phosphatidylethanolamine phospholipase D
Mcavernosa21234	O	mitochondrial processing
Mcavernosa21228	L	N-acyl phosphatidylethanolamine phospholipase D
Mcavernosa21230	L	N-acyl phosphatidylethanolamine phospholipase D
Mcavernosa21232	O	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)
Mcavernosa21240	Q	Short chain dehydrogenase
Mcavernosa21238	T	Inhibitor of kappa light polypeptide gene enhancer in B-cells kinase
Mcavernosa21241	J	tRNA nucleus export receptor which facilitates tRNA translocation across the nuclear pore complex. Involved in pre- tRNA splicing, probably by affecting the interaction of pre-tRNA with splicing endonuclease (By similarity)
Mcavernosa21244	S	protein Hydra magnipapillata
Mcavernosa21256	S	NA
Mcavernosa21251	S	Hydra magnipapillata
Mcavernosa21257	L	Inherit from KOG: Retrotransposon protein
Mcavernosa21250	S	Hydra magnipapillata
Mcavernosa21255	S	NA
Mcavernosa21253	S	Hydra magnipapillata
Mcavernosa21259	K	mediator complex subunit 17
Mcavernosa21264	U	DC-STAMP domain containing
Mcavernosa21258	S	NA
Mcavernosa21262	S	NA
Mcavernosa21263	K	mediator complex subunit 17
Mcavernosa21269	T	hedgehog acyltransferase
Mcavernosa21270	T	hedgehog acyltransferase
Mcavernosa21273	O	Zinc finger, C3HC4 type (RING finger)
Mcavernosa21277	T	kelch-like
Mcavernosa21280	S	Inherit from COG: leucine Rich Repeat
Mcavernosa21272	S	WD repeatcontaining protein
Mcavernosa21279	T	Maguk P55 subfamily member
Mcavernosa21271	S	NA
Mcavernosa21274	B	Zinc finger, CCHC domain containing 8
Mcavernosa21282	O	DnaJ (Hsp40) homolog, subfamily C, member 8
Mcavernosa21283	S	Immunity-related GTPase family
Mcavernosa21285	L	Zinc finger, NFX1-type containing 1
Mcavernosa21284	S	Immunity-related GTPase family
Mcavernosa21281	A	KH domain containing, RNA binding, signal transduction associated
Mcavernosa21287	L	Zinc finger, NFX1-type containing 1
Mcavernosa21297	O	RING finger protein 25
Mcavernosa21295	S	LRR
Mcavernosa21290	A	heterogeneous nuclear ribonucleoprotein
Mcavernosa21293	O	ubiquitin-conjugating enzyme
Mcavernosa21300	S	Protein of unknown function, DUF399
Mcavernosa21306	K	t-box transcription factor
Mcavernosa21302	S	biphenyl hydrolase-like (serine hydrolase
Mcavernosa21305	D, L	rad9 homolog
Mcavernosa21307	K	t-box transcription factor
Mcavernosa21308	L	lactation elevated
Mcavernosa21309	G	phosphorylase kinase, gamma
Mcavernosa21314	T	Melatonin receptor
Mcavernosa21315	T	Melatonin receptor
Mcavernosa21316	T	IQ motif containing GTPase activating protein
Mcavernosa21318	J	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)
Mcavernosa21324	T	von Willebrand factor D and EGF
Mcavernosa21317	U	Vacuolar Protein
Mcavernosa21321	G	Sulfotransferase domain
Mcavernosa21326	T	TNF receptor-associated factor 6, E3 ubiquitin protein ligase
Mcavernosa21329	T	TNF receptor-associated factor 6, E3 ubiquitin protein ligase
Mcavernosa21325	T	TNF receptor-associated factor 6, E3 ubiquitin protein ligase
Mcavernosa21328	T	TNF receptor-associated factor 6, E3 ubiquitin protein ligase
Mcavernosa21339	E	alanine aminotransferase
Mcavernosa21337	E	alanine aminotransferase
Mcavernosa21335	E	alanine aminotransferase
Mcavernosa21333	S	FA58C
Mcavernosa21341	E	alanine aminotransferase
Mcavernosa21340	E	alanine aminotransferase
Mcavernosa21343	O	HEAT repeat containing 3
Mcavernosa21352	S	solid-state culture specific protein
Mcavernosa21349	S	RNA binding motif, single stranded interacting protein
Mcavernosa21353	T	kinase 10
Mcavernosa21355	T	kinase 10
Mcavernosa21356	P	solute carrier family 6 (neurotransmitter transporter)
Mcavernosa21359	L	Inherit from opiNOG: to F57G4.9 Hydra magnipapillata
Mcavernosa21364	S	ankyrin repeat domain 63
Mcavernosa21365	T	histamine receptor H2
Mcavernosa21367	C	UPF0047 protein
Mcavernosa21368	S	NA
Mcavernosa21366	G	ribose 5-phosphate isomerase A
Mcavernosa21373	M	ankyrin repeat domain 53
Mcavernosa21369	S	polyA-binding protein interacting protein
Mcavernosa21370	I, T	testis expressed 261
Mcavernosa21375	S	Inherit from NOG: VSP with INR
Mcavernosa21386	U	member RAS oncogene family
Mcavernosa21372	T	Fibroblast growth factor receptor
Mcavernosa21374	C	NADH dehydrogenase (ubiquinone) complex I, assembly factor 2
Mcavernosa21385	S	F-box and WD repeat domain containing 4
Mcavernosa21391	A	DEAD (Asp-Glu-Ala-Asp) box polypeptide
Mcavernosa21392	A	DEAD (Asp-Glu-Ala-Asp) box polypeptide
Mcavernosa21398	K	dna-directed RNA polymerase
Mcavernosa21400	J	ribosomal protein S11
Mcavernosa21395	L	DNA mismatch repair protein
Mcavernosa21394	K	dna-directed RNA polymerase
Mcavernosa21393	K	dna-directed RNA polymerase
Mcavernosa21405	T	bone morphogenetic protein
Mcavernosa21409	T	cholinergic receptor, nicotinic
Mcavernosa21410	S	c-Maf inducing protein
Mcavernosa21413	T	TNF receptor-associated factor
Mcavernosa21412	C	Cytochrome b5 type
Mcavernosa21422	G	solute carrier family 22
Mcavernosa21415	T	TNF receptor-associated factor 6, E3 ubiquitin protein ligase
Mcavernosa21417	S	fibronectin type III and ankyrin repeat domains 1
Mcavernosa21414	T	TNF receptor-associated factor
Mcavernosa21418	S	NA
Mcavernosa21420	G	solute carrier family 22
Mcavernosa21421	G	solute carrier family 22
Mcavernosa21423	G	solute carrier family 22
Mcavernosa21436	G	solute carrier family 22
Mcavernosa21434	S	family with sequence similarity 65, member A
Mcavernosa21439	G	solute carrier family 22
Mcavernosa21440	G	solute carrier family 22
Mcavernosa21442	S	Family with sequence similarity 65, member B
Mcavernosa21425	G	solute carrier family 22
Mcavernosa21431	G	solute carrier family 22
Mcavernosa21429	G	solute carrier family 22
Mcavernosa21427	G	solute carrier family 22
Mcavernosa21433	G	solute carrier family 22
Mcavernosa21447	U	Cytohesin
Mcavernosa21446	S	SplA ryanodine receptor domain and SOCS box containing 3
Mcavernosa21449	O	26S Proteasome non-ATPase regulatory subunit
Mcavernosa21448	O	26S Proteasome non-ATPase regulatory subunit
Mcavernosa21445	S	SplA ryanodine receptor domain and SOCS box containing 3
Mcavernosa21444	S	Inherit from KOG: Retrotransposon protein
Mcavernosa21443	S	Reverse transcriptase (RNA-dependent DNA polymerase)
Mcavernosa21456	S	NA
Mcavernosa21454	L	Inherit from KOG: transposon protein
Mcavernosa21457	S	NA
Mcavernosa21463	S	NA
Mcavernosa21474	C	subunit D
Mcavernosa21471	C	MOSC domain-containing protein
Mcavernosa21468	C	MOSC domain-containing protein
Mcavernosa21473	U	Transmembrane Emp24 domain-containing protein
Mcavernosa21477	T	nerve growth factor receptor
Mcavernosa21476	S	Chromosome 15 open reading frame 38
Mcavernosa21469	C	MOSC domain-containing protein
Mcavernosa21465	F	adenosine deaminase, tRNA-specific 3
Mcavernosa21487	C	cytochrome b5 reductase
Mcavernosa21483	C	Cytochrome b5 reductase 4
Mcavernosa21484	G	solute carrier family 16, member
Mcavernosa21494	Z	Dystrophin
Mcavernosa21488	C	Cytochrome b5 reductase 4
Mcavernosa21490	G	solute carrier family 16, member 10 (aromatic amino acid transporter)
Mcavernosa21489	G	solute carrier family 16, member 10 (aromatic amino acid transporter)
Mcavernosa21492	G	solute carrier family 16, member 10 (aromatic amino acid transporter)
Mcavernosa21493	Z	Dystrophin
Mcavernosa21491	G	solute carrier family 16, member 10 (aromatic amino acid transporter)
Mcavernosa21502	T	to tyrosine kinase receptor
Mcavernosa21508	U	Sortilin 1
Mcavernosa21509	Z	Tubulin, gamma complex associated protein
Mcavernosa21526	P	solute carrier family 30 (zinc transporter), member 1
Mcavernosa21514	T, Z	NCK interacting protein with SH3 domain
Mcavernosa21518	G	Solute carrier family 35 member C1
Mcavernosa21516	G	Dolichyl-phosphate mannosyltransferase polypeptide 3
Mcavernosa21517	I	Plays a central role in 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of tRNA(Lys), tRNA(Glu) and tRNA(Gln). May act by forming a heterodimer with NCS6 that ligates sulfur from thiocarboxylated URM1 onto the uridine of tRNAs at wobble position. Prior mcm(5) tRNA modification by the elongator complex is required for 2-thiolation. May also be involved in protein urmylation (By similarity)
Mcavernosa21528	O	ADAM metallopeptidase with thrombospondin type 1 motif
Mcavernosa21519	G	Solute carrier family 35 member C1
Mcavernosa21524	O	KDEL (Lys-Asp-Glu-Leu) containing
Mcavernosa21522	T	SRSF protein kinase
Mcavernosa21527	O	ADAM metallopeptidase with thrombospondin type 1, motif
Mcavernosa21531	S	AIG2-like family
Mcavernosa21536	S	NA
Mcavernosa21532	S	AIG2-like family
Mcavernosa21534	S	BTB (Broad complex Tramtrack Bric a brac) domain protein family member
Mcavernosa21533	S	WD domain, G-beta repeat
Mcavernosa21529	O	RING
Mcavernosa21535	S	NA
Mcavernosa21542	S	NA
Mcavernosa21537	S	Reverse transcriptase (RNA-dependent DNA polymerase)
Mcavernosa21550	Q	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa21549	T	EF-hand calcium binding domain 1
Mcavernosa21539	T	Mucin 4, cell surface associated
Mcavernosa21553	I	Inositol polyphosphate-5-phosphatase F
Mcavernosa21552	I	Inositol polyphosphate-5-phosphatase F
Mcavernosa21555	T	G- protein-coupled receptor
Mcavernosa21559	T	G- protein-coupled receptor
Mcavernosa21562	U	Ellis van Creveld syndrome 2
Mcavernosa21561	T	fibronectin type III
Mcavernosa21570	C	Pyruvate dehydrogenase
Mcavernosa21564	O	cubilin (intrinsic factor-cobalamin receptor)
Mcavernosa21569	S	MULE transposase domain
Mcavernosa21567	O	cathepsin C
Mcavernosa21568	O	cathepsin C
Mcavernosa21572	U	ADP-ribosylation factor
Mcavernosa21577	S	WD domain, G-beta repeat
Mcavernosa21581	D	caspase 9, apoptosis-related cysteine peptidase
Mcavernosa21579	S	WD domain, G-beta repeat
Mcavernosa21576	U	Dynamin-related protein
Mcavernosa21573	S	NA
Mcavernosa21571	C	Pyruvate dehydrogenase
Mcavernosa21590	S	guanine nucleotide binding protein (G protein), beta
Mcavernosa21595	J	Ribosome biogenesis protein
Mcavernosa21584	T	neuralized homolog 4 (Drosophila)
Mcavernosa21594	G	enolase (EC 4.2.1.11)
Mcavernosa21587	O	dishevelled, dsh homolog
Mcavernosa21580	S	Neuropilin (NRP) and tolloid (TLL)-like 2
Mcavernosa21588	O	dishevelled, dsh homolog
Mcavernosa21592	K	spen homolog, transcriptional regulator (Drosophila)
Mcavernosa21591	K	spen homolog, transcriptional regulator (Drosophila)
Mcavernosa21600	C	Ferredoxin
Mcavernosa21599	A	Splicing regulatory glutamine lysine-rich protein 1
Mcavernosa21606	I	Nuclear chaperone required for maturation and nuclear export of pre-60S ribosome subunits (By similarity)
Mcavernosa21605	I	Nuclear chaperone required for maturation and nuclear export of pre-60S ribosome subunits (By similarity)
Mcavernosa21602	K	Suppressor of Ty 3 homolog (S. cerevisiae)
Mcavernosa21601	K	Runt-related transcription factor
Mcavernosa21604	O	DnaJ (Hsp40) homolog, subfamily B, member 13
Mcavernosa21610	O	Ufm1-specific ligase 1
Mcavernosa21611	S	BUD13 homolog (S. cerevisiae)
Mcavernosa21617	E	aspartylglucosaminidase
Mcavernosa21619	H	Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate (By similarity)
Mcavernosa21620	T	Gamma-aminobutyric acid (GABA) B receptor
Mcavernosa21623	G	chitinase
Mcavernosa21633	T	sidekick cell adhesion molecule 2
Mcavernosa21632	S	chitin binding
Mcavernosa21625	S	ddb1 and cul4 associated factor 7
Mcavernosa21627	Q	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa21626	Q	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa21636	U	RNA binding motif protein 4.2
Mcavernosa21637	T	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase
Mcavernosa21640	O	tripartite motif containing 45
Mcavernosa21639	O	tripartite motif containing 45
Mcavernosa21634	L	Inherit from KOG: Retrotransposon protein
Mcavernosa21642	Z	Dynein heavy chain, N-terminal region 1
Mcavernosa21648	Z	Dynein heavy chain, N-terminal region 1
Mcavernosa21650	Q	DSBA-like thioredoxin domain
Mcavernosa21645	H	FAD1 flavin adenine dinucleotide synthetase homolog (S. cerevisiae)
Mcavernosa21652	T	Dynamin family
Mcavernosa21643	Z	Dynein heavy chain, N-terminal region 1
Mcavernosa21653	O	Prolyl endopeptidase-like
Mcavernosa21658	T	mitogen-activated protein kinase 8 interacting protein 3
Mcavernosa21656	Q	DSBA-like thioredoxin domain
Mcavernosa21662	P	Ammonium transporter
Mcavernosa21665	O	tripeptidyl peptidase
Mcavernosa21675	K	HMG (high mobility group) box
Mcavernosa21668	J	40s ribosomal protein
Mcavernosa21669	E, I, O, V	Leukotriene A-4 hydrolase
Mcavernosa21674	S	zinc finger, MYND-type containing 10
Mcavernosa21661	O	Bone morphogenetic protein 1
Mcavernosa21667	A	ribosomal RNA processing 8, methyltransferase, homolog (yeast)
Mcavernosa21676	T	B-cell translocation gene
Mcavernosa21663	P	Ammonium transporter
Mcavernosa21671	S	zinc finger, MYND-type containing 10
Mcavernosa21683	E	K04486 histidinol-phosphatase (PHP family) EC 3.1.3.15
Mcavernosa21681	H	coenzyme Q2 homolog, prenyltransferase (yeast)
Mcavernosa21684	T	down syndrome cell adhesion molecule
Mcavernosa21682	K, T	Ubinuclein 2
Mcavernosa21678	U	Acidic repeat containing
Mcavernosa21688	V	cullin-associated and neddylation-dissociated
Mcavernosa21691	S	protein Hydra magnipapillata
Mcavernosa21694	S	Uncharacterized protein conserved in bacteria (DUF2263)
Mcavernosa21696	T	protein kinase kinase kinase
Mcavernosa21697	I	sphingomyelin phosphodiesterase, acid-like
Mcavernosa21693	J	FCF1 small subunit (SSU) processome component homolog (S. cerevisiae)
Mcavernosa21708	O	LYR motif containing 7
Mcavernosa21704	S	G patch domain and ankyrin repeats 1
Mcavernosa21709	Q	ATP-binding cassette sub-family A ABC1 member
Mcavernosa21701	L	Dom-3 homolog Z (C. elegans)
Mcavernosa21707	A	Involved in the first step of pre-mRNA splicing. Required for cell growth and cell cycle control. Plays a role in the levels of the U1, U4, U5 and U6 snRNAs and the maintenance of the U4 U6 snRNA complex. May provide the link between the nineteen complex NTC spliceosome protein complex and the spliceosome through the U6 snRNA. Associates predominantly with U6 snRNAs in assembled active spliceosomes. Binds directly to the internal stem-loop (ISL) domain of the U6 snRNA and to the pre- mRNA intron near the 5' splice site during the activation and catalytic phases of the spliceosome cycle
